Entité financière programme;Nomenclature;Nature AP/EPCP;Type mouvement;Section;Code chapitre;Libellé chapitre;Code article;Libellé article;Code fonction;Libellé fonction;Mt Voté BP
Budget principal VT;M14;Dépense;Réel;Fonctionnement;65;Autres charges de gestion courante;6574;Subventions de fonctionnement aux associations et autres personnes droit privé;823;Espaces verts urbains;24000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;65;Autres charges de gestion courante;658;Charges diverses de la gestion courante;251;Hébergement et restauration scolaire;200000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;65;Autres charges de gestion courante;658;Charges diverses de la gestion courante;255;Classes de découverte et autres services annexes de l'enseignement;97000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;67;Charges exceptionnelles;6745;Subventions de fonctionnement exceptionnelles aux personnes de droit privé;020;Administration générale de la collectivité;30000
Budget principal VT;M14;Dépense;Réel;Investissement;16;Emprunts et dettes assimilées;1641;Emprunts en euros;01;Opération non ventilable;700000
Budget principal VT;M14;Dépense;Réel;Investissement;16;Emprunts et dettes assimilées;165;Dépôts et cautionnements reçus;01;Opérations non ventilables;500
Budget principal VT;M14;Dépense;Réel;Investissement;20;Immobilisations incorporelles;2031;Frais d'études;020;Administration générale de la collectivité;290000
Budget principal VT;M14;Dépense;Réel;Investissement;20;Immobilisations incorporelles;2031;Frais d'études;313;Théâtres;1580000
Budget principal VT;M14;Dépense;Réel;Investissement;20;Immobilisations incorporelles;2031;Frais d'études;411;Salles de sports, gymnases;163831
Budget principal VT;M14;Dépense;Réel;Investissement;20;Immobilisations incorporelles;2031;Frais d'études;64;Crèches et garderies;3200
Budget principal VT;M14;Dépense;Réel;Investissement;204;Subventions d'équipement versées;204172;Subventions d'équipement versées aux autres établissements publics locaux - Bâtiments et installations;72;Aide au secteur locatif;1111000
Budget principal VT;M14;Dépense;Réel;Investissement;204;Subventions d'équipement versées;20422;Subventions d'équipement versées aux personnes de droit privé - Bâtiments et installations;64;Crèches et garderies;150000
Budget principal VT;M14;Dépense;Réel;Investissement;21;Immobilisations corporelles;2111;Terrains nus;824;Autres opérations d'aménagement urbain;830000
Budget principal VT;M14;Dépense;Réel;Investissement;21;Immobilisations corporelles;21318;Autres bâtiments publics;422;Autres activités pour les jeunes;1535648
Budget principal VT;M14;Dépense;Réel;Investissement;21;Immobilisations corporelles;2135;Installations générales, agencements, aménagements des constructions;022;Administration générale de l'Etat;50000
Budget principal VT;M14;Dépense;Réel;Investissement;21;Immobilisations corporelles;2135;Installations générales, agencements, aménagements des constructions;025;Aides aux associations (non classées ailleurs);22500
Budget principal VT;M14;Dépense;Réel;Investissement;21;Immobilisations corporelles;2135;Installations générales, agencements, aménagements des constructions;20;Services communs;60000
Budget principal VT;M14;Dépense;Réel;Investissement;21;Immobilisations corporelles;2135;Installations générales, agencements, aménagements des constructions;314;Cinémas et autres salles de spectacles;543000
Budget principal VT;M14;Dépense;Réel;Investissement;21;Immobilisations corporelles;2135;Installations générales, agencements, aménagements des constructions;412;Stades;2021000
Budget principal VT;M14;Dépense;Réel;Investissement;21;Immobilisations corporelles;2135;Installations générales, agencements, aménagements des constructions;414;Autres équipements sportifs ou de loisir;1050000
Budget principal VT;M14;Dépense;Réel;Investissement;21;Immobilisations corporelles;2135;Installations générales, agencements, aménagements des constructions;524;Autres services;100000
Budget principal VT;M14;Dépense;Réel;Investissement;21;Immobilisations corporelles;2135;Installations générales, agencements, aménagements des constructions;72;Aide au secteur locatif;597910
Budget principal VT;M14;Dépense;Réel;Investissement;21;Immobilisations corporelles;21534;Réseaux d'électrification;91;Foires et marchés;33300
Budget principal VT;M14;Dépense;Réel;Investissement;21;Immobilisations corporelles;21578;Autre matériel et outillage de voirie;024;Fêtes et cérémonies;112000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;60631;Fournitures d'entretien;414;Autres équipements sportifs ou de loisir;90094
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;60623;Alimentation;522;Actions en faveur de l'enfance et de l'adolescence;1000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;60623;Alimentation;824;Autres opérations d'aménagement urbain;3000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;60628;Autres fournitures non stockées;510;Services communs;32000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;60623;Alimentation;251;Hébergement et restauration scolaire;11261213
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;60612;Energie - Electricité;831;Aménagement des eaux;3000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;60623;Alimentation;64;Crèches et garderies;686412
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;60622;Carburants;423;Colonies de vacances;24600
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;611;Contrats de prestations de services;255;Classes de découverte et autres services annexes de l'enseignement;14683252
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6135;Locations mobilières;311;Expression musicale, lyrique et chorégraphique;1000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;611;Contrats de prestations de services;114;Autres services de protection civile;15000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6132;Locations immobilières;824;Autres opérations d'aménagement urbain;342280
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;611;Contrats de prestations de services;822;Voirie communale et routes;6312564
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6135;Locations mobilières;023;Information, communication, publicité;776400
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;611;Contrats de prestations de services;823;Espaces verts urbains;1000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6068;Autres matières et fournitures;831;Aménagement des eaux;5000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6135;Locations mobilières;024;Fêtes et cérémonies;323000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6135;Locations mobilières;213;Classes regroupées;1625194
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6281;Concours divers (cotisations..);522;Actions en faveur de l'enfance et de l'adolescence;260
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;62876;Divers - Au GFP de rattachement;020;Administration générale de la collectivité;600000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6281;Concours divers (cotisations..);020;Administration générale de la collectivité;124500
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6284;Redevances pour services rendus;01;Opérations non ventilables;4000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6281;Concours divers (cotisations..);90;Interventions économiques;1105
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6281;Concours divers (cotisations..);23;Enseignement supérieur;1200
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;627;Services bancaires et assimilés;112;Police municipale;1000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6281;Concours divers (cotisations..);510;Services communs;3000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6261;Frais d'affranchissement;520;Services communs;40000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;627;Services bancaires et assimilés;322;Musées;5000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6182;Documentation générale et technique;311;Expression musicale, lyrique et chorégraphique;1800
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;61558;Entretien et réparations des autres biens mobiliers;823;Espaces verts urbains;34700
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6182;Documentation générale et technique;422;Autres activités pour les jeunes;9000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;617;Etudes et reherches;824;Autres opérations d'aménagement urbain;305093
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6182;Documentation générale et technique;510;Services communs;6500
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6182;Documentation générale et technique;524;Autres services;3070
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6156;Maintenance;023;Information, communication, publicité;18000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6156;Maintenance;321;Bibliothèques et médiathèques;56020
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;617;Etudes et reherches;213;Classes regroupées;40000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6156;Maintenance;322;Musées;2500
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6065;Livres, disques, cassettes (bibliothèques, médiatèques);522;Actions en faveur de l'enfance et de l'adolescence;600
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6065;Livres, disques, cassettes (bibliothèques, médiatèques);048;Autres actions de coopération décentralisée;4500
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6068;Autres matières et fournitures;522;Actions en faveur de l'enfance et de l'adolescence;9900
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6068;Autres matières et fournitures;523;Actions en faveur des personnes en difficulté;15000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6065;Livres, disques, cassettes (bibliothèques, médiatèques);64;Crèches et garderies;31999
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6068;Autres matières et fournitures;824;Autres opérations d'aménagement urbain;30000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6068;Autres matières et fournitures;411;Salles de sports, gymnases;1000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6068;Autres matières et fournitures;415;Manifestations sportives;52000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6068;Autres matières et fournitures;510;Services communs;214165
